System,Current_Periods,Gap_Start,Gap_End,Suggested_Periods,Confidence_Level,Quality_Score
"tau Cet",20.0000;49.4100;162.8700;636.1300,162.8700,636.1300,325.7400,HIGH,4.48
"Kepler-201",25.6721;151.8841,25.6721,151.8841,51.3442;102.6883,HIGH,4.63
"EPIC 212737443",13.6030;65.5500,13.6030,65.5500,27.2060;54.4120,MEDIUM,6.90
"Kepler-178",9.5767;20.5528;96.6790,9.5767,20.5528,12.7689;17.0252,LOW,9.63
"Kepler-178",9.5767;20.5528;96.6790,20.5528,96.6790,41.1056;82.2112,MEDIUM,7.90
"Kepler-199",23.6376;67.0934,23.6376,67.0934,39.3960;65.6600,MEDIUM,7.53
"Kepler-990",0.5384;9.9172,0.5384,9.9172,1.0767;2.1534;4.3068;8.6137,MEDIUM,7.05
"Kepler-1802",15.4502;33.1361,15.4502,33.1361,20.6003;27.4670,LOW,9.61
"Kepler-913",5.9391;10.2967,5.9391,10.2967,9.8985,MEDIUM,7.81
"HAT-P-44",4.3012;872.2000,4.3012,872.2000,6.4518;9.6777;14.5166;21.7749;32.6624;48.9936;73.4904;110.2355;165.3533;248.0300;372.0449;558.0674;837.1011,HIGH,5.59
"TOI-1634",0.9893;103.0000,0.9893,103.0000,1.4840;2.2260;3.3390;5.0086;7.5128;11.2693;16.9039;25.3558;38.0338;57.0506;85.5760,MEDIUM,6.63
"Kepler-278",30.1605;51.0788,30.1605,51.0788,50.2676,HIGH,6.61
"Kepler-1907",5.6525;14.8639,5.6525,14.8639,11.3049,HIGH,6.39
"Kepler-9",1.5929;19.2389;38.9853,1.5929,19.2389,3.1857;6.3714;12.7428,HIGH,4.16
"Kepler-9",1.5929;19.2389;38.9853,19.2389,38.9853,38.4778,HIGH,3.46
"HD 96700",8.1245;19.8800;103.5000,8.1245,19.8800,10.8327;14.4436;19.2581,MEDIUM,7.26
"HD 96700",8.1245;19.8800;103.5000,19.8800,103.5000,29.8200;44.7300;67.0950;100.6425,HIGH,5.47
"75 Cet",696.6200;2051.6200,696.6200,2051.6200,1393.2400,HIGH,5.41
"Kepler-30",29.3343;60.3231;143.3439,29.3343,60.3231,58.6687,HIGH,4.21
"Kepler-30",29.3343;60.3231;143.3439,60.3231,143.3439,90.4847;135.7270,HIGH,6.37
"Kepler-388",3.1733;13.2970,3.1733,13.2970,6.3466;12.6933,HIGH,4.55
"HD 147018",44.2360;1008.0000,44.2360,1008.0000,66.3540;99.5310;149.2965;223.9447;335.9171;503.8757;755.8135,MEDIUM,5.95
"Kepler-416",3.0764;6.3190;12.2090,3.0764,6.3190,6.1529,HIGH,4.15
"Kepler-416",3.0764;6.3190;12.2090,6.3190,12.2090,12.6380,HIGH,4.50
"Kepler-185",1.6329;20.7290,1.6329,20.7290,3.2658;6.5316;13.0632,MEDIUM,7.01
"HD 81817",622.9780;1021.2016,622.9780,1021.2016,1038.2967,HIGH,6.62
"Kepler-1322",0.9629;6.4600,0.9629,6.4600,1.9257;3.8515,HIGH,5.68
"Kepler-268",25.9341;83.4464,25.9341,83.4464,34.5789;46.1051;61.4735;81.9647,MEDIUM,7.06
"Kepler-1254",3.6008;5.7272;9.9911,3.6008,5.7272,5.4013,MEDIUM,7.02
"Kepler-1254",3.6008;5.7272;9.9911,5.7272,9.9911,9.5453,MEDIUM,8.14
"Kepler-167",4.3932;7.4061;21.8038;1071.2321,4.3932,7.4061,7.3219,HIGH,6.37
"Kepler-167",4.3932;7.4061;21.8038;1071.2321,7.4061,21.8038,14.8122,HIGH,5.43
"Kepler-167",4.3932;7.4061;21.8038;1071.2321,21.8038,1071.2321,43.6076;87.2152;174.4303;348.8606;697.7213,HIGH,4.23
"Kepler-11",10.3039;13.0241;22.6845;31.9996;46.6888;118.3807,10.3039,13.0241,13.7385,MEDIUM,7.80
"Kepler-11",10.3039;13.0241;22.6845;31.9996;46.6888;118.3807,13.0241,22.6845,21.7068,MEDIUM,8.05
"Kepler-11",10.3039;13.0241;22.6845;31.9996;46.6888;118.3807,22.6845,31.9996,34.0267,MEDIUM,6.98
"Kepler-11",10.3039;13.0241;22.6845;31.9996;46.6888;118.3807,31.9996,46.6888,47.9994,HIGH,5.37
"Kepler-11",10.3039;13.0241;22.6845;31.9996;46.6888;118.3807,46.6888,118.3807,93.3776,MEDIUM,7.61
"Kepler-511",26.6295;296.6379,26.6295,296.6379,39.9442;59.9164;89.8746;134.8118;202.2178,HIGH,5.87
"HD 204313",34.9588;2041.1154;7325.6467,34.9588,2041.1154,52.4381;78.6572;117.9858;176.9787;265.4680;398.2020;597.3030;895.9545;1343.9318;2015.8977,HIGH,5.34
"HD 204313",34.9588;2041.1154;7325.6467,2041.1154,7325.6467,3061.6731;4592.5096;6888.7644,MEDIUM,11.07
"GJ 9827",1.2090;3.6481;6.2018,1.2090,3.6481,2.4179,HIGH,4.79
"GJ 9827",1.2090;3.6481;6.2018,3.6481,6.2018,6.0802,HIGH,6.80
"Kepler-59",11.8682;17.9801,11.8682,17.9801,17.8023,HIGH,4.50
"Kepler-305",3.2054;5.4870;8.2910;16.7400,3.2054,5.4870,5.3423,HIGH,7.15
"Kepler-305",3.2054;5.4870;8.2910;16.7400,5.4870,8.2910,8.2305,HIGH,4.37
"Kepler-305",3.2054;5.4870;8.2910;16.7400,8.2910,16.7400,16.5820,HIGH,3.28
"Kepler-879",0.6467;33.3856,0.6467,33.3856,0.9701;1.4551;2.1827;3.2740;4.9110;7.3665;11.0497;16.5746;24.8619,MEDIUM,5.97
"Kepler-1641",19.6723;32.6572,19.6723,32.6572,32.7871,HIGH,6.00
"Kepler-419",69.7546;675.4700,69.7546,675.4700,139.5092;279.0184;558.0368,HIGH,6.32
"bet Pic",1192.7795;8617.5095,1192.7795,8617.5095,2385.5590;4771.1180,MEDIUM,8.18
"HD 93385",7.3426;13.1800;45.8500,7.3426,13.1800,9.7901;13.0535,MEDIUM,6.36
"HD 93385",7.3426;13.1800;45.8500,13.1800,45.8500,19.7700;29.6550;44.4825,HIGH,5.52
"Kepler-610",6.9969;151.8639,6.9969,151.8639,13.9939;27.9877;55.9754;111.9508,MEDIUM,8.37
"Kepler-277",17.3240;33.0060,17.3240,33.0060,34.6480,MEDIUM,5.17
"Kepler-106",6.1649;13.5708;23.9802;43.8445,6.1649,13.5708,9.2473,HIGH,6.58
"Kepler-106",6.1649;13.5708;23.9802;43.8445,13.5708,23.9802,22.6180,MEDIUM,8.81
"Kepler-106",6.1649;13.5708;23.9802;43.8445,23.9802,43.8445,31.9736;42.6315,MEDIUM,6.98
"Kepler-322",1.6539;4.3372,1.6539,4.3372,3.3078,HIGH,6.53
"Kepler-1991",13.2608;22.7902,13.2608,22.7902,22.1013,HIGH,7.36
"rho CrB",12.9490;39.8438;102.1900;282.2000,12.9490,39.8438,16.1863;20.2328;25.2910;31.6138;39.5172,MEDIUM,8.87
"rho CrB",12.9490;39.8438;102.1900;282.2000,39.8438,102.1900,49.8047;62.2559;77.8199;97.2749,MEDIUM,9.51
"rho CrB",12.9490;39.8438;102.1900;282.2000,102.1900,282.2000,153.2850;229.9275,MEDIUM,7.84
"Kepler-310",13.9307;56.4754;92.8761,13.9307,56.4754,27.8614;55.7228,HIGH,3.42
"Kepler-310",13.9307;56.4754;92.8761,56.4754,92.8761,94.1257,HIGH,6.46
"HD 39194",5.6368;14.0300;33.9100,5.6368,14.0300,7.5157;10.0210;13.3613,MEDIUM,7.70
"HD 39194",5.6368;14.0300;33.9100,14.0300,33.9100,18.7067;24.9422;33.2563,MEDIUM,6.94
"Kepler-173",4.2637;8.0058,4.2637,8.0058,8.5275,MEDIUM,5.86
"Kepler-361",8.4866;55.1880,8.4866,55.1880,12.7299;19.0949;28.6423;42.9635,MEDIUM,8.82
"Kepler-188",2.0619;5.9966,2.0619,5.9966,3.4365;5.7275,MEDIUM,8.37
"Kepler-296",5.8416;10.8644;19.8503;34.1421;63.3363,5.8416,10.8644,7.7888;10.3851,MEDIUM,7.57
"Kepler-296",5.8416;10.8644;19.8503;34.1421;63.3363,10.8644,19.8503,14.4858;19.3145,MEDIUM,6.96
"Kepler-296",5.8416;10.8644;19.8503;34.1421;63.3363,19.8503,34.1421,33.0838,HIGH,7.40
"Kepler-296",5.8416;10.8644;19.8503;34.1421;63.3363,34.1421,63.3363,45.5228;60.6971,MEDIUM,7.48
"Kepler-1464",5.3279;31.7786,5.3279,31.7786,10.6557;21.3115,HIGH,4.36
"Kepler-112",8.4089;28.5743,8.4089,28.5743,12.6133;18.9200;28.3800,HIGH,4.92
"Kepler-887",7.6385;20.4223,7.6385,20.4223,15.2769,HIGH,5.83
"Kepler-154",3.9328;9.9194;20.5498;33.0405;62.3033,3.9328,9.9194,7.8655,MEDIUM,7.34
"Kepler-154",3.9328;9.9194;20.5498;33.0405;62.3033,9.9194,20.5498,19.8387,HIGH,4.59
"Kepler-154",3.9328;9.9194;20.5498;33.0405;62.3033,20.5498,33.0405,34.2497,HIGH,7.57
"Kepler-154",3.9328;9.9194;20.5498;33.0405;62.3033,33.0405,62.3033,66.0811,MEDIUM,5.66
"Kepler-1370",7.4414;20.2642,7.4414,20.2642,11.1621;16.7432,MEDIUM,8.39
"Kepler-393",9.1824;14.6136,9.1824,14.6136,13.7736,MEDIUM,7.05
"HD 118203",6.1350;5103.0000,6.1350,5103.0000,12.2700;24.5399;49.0798;98.1596;196.3193;392.6386;785.2772;1570.5543;3141.1087,HIGH,6.90
"Kepler-301",2.5086;5.4190;13.7512,2.5086,5.4190,3.3447;4.4596,LOW,9.85
"Kepler-301",2.5086;5.4190;13.7512,5.4190,13.7512,9.0317,MEDIUM,8.05
"HD 116029",670.0000;907.0000,670.0000,907.0000,1340.0000,HIGH,5.26
"HD 158259",2.1780;3.4320;5.1981;7.9510;12.0280,2.1780,3.4320,3.2670,MEDIUM,6.53
"HD 158259",2.1780;3.4320;5.1981;7.9510;12.0280,3.4320,5.1981,5.1480,HIGH,4.49
"HD 158259",2.1780;3.4320;5.1981;7.9510;12.0280,5.1981,7.9510,7.7971,HIGH,4.99
"HD 158259",2.1780;3.4320;5.1981;7.9510;12.0280,7.9510,12.0280,11.9265,HIGH,4.43
"Kepler-418",12.2183;86.6786,12.2183,86.6786,24.4366;48.8732,MEDIUM,7.22
"Kepler-431",6.8030;8.7030;11.9220,6.8030,8.7030,9.0707,MEDIUM,7.23
"Kepler-431",6.8030;8.7030;11.9220,8.7030,11.9220,17.4060,HIGH,5.87
"K2-187",0.7740;2.8715;7.1496;13.6066,0.7740,2.8715,1.2900;2.1500,MEDIUM,8.52
"K2-187",0.7740;2.8715;7.1496;13.6066,2.8715,7.1496,3.8287;5.1049;6.8065,MEDIUM,7.71
"K2-187",0.7740;2.8715;7.1496;13.6066,7.1496,13.6066,14.2992,MEDIUM,5.22
"Kepler-81",5.9550;12.0400;20.8378,5.9550,12.0400,11.9100,HIGH,3.35
"Kepler-81",5.9550;12.0400;20.8378,12.0400,20.8378,20.0667,HIGH,7.72
"Kepler-87",114.7364;191.2318,114.7364,191.2318,191.2272,HIGH,5.80
"Kepler-1065",2.3703;3.6093,2.3703,3.6093,3.5555,HIGH,4.76
"Kepler-389",3.2441;14.5114,3.2441,14.5114,4.8662;7.2992;10.9489,MEDIUM,6.35
"WASP-148",8.8038;34.5240,8.8038,34.5240,17.6076,HIGH,4.28
"Kepler-56",10.5016;21.4024;1002.0000,10.5016,21.4024,21.0032,HIGH,3.75
"Kepler-56",10.5016;21.4024;1002.0000,21.4024,1002.0000,42.8048;85.6096;171.2191;342.4382;684.8765,MEDIUM,7.44
"Kepler-1987",2.3459;3.6483;5.6449;8.7429,2.3459,3.6483,3.5188,HIGH,5.84
"Kepler-1987",2.3459;3.6483;5.6449;8.7429,3.6483,5.6449,5.4725,HIGH,5.58
"Kepler-1987",2.3459;3.6483;5.6449;8.7429,5.6449,8.7429,8.4674,HIGH,5.63
"HD 35843",9.8991;46.9622,9.8991,46.9622,19.7982;39.5964,MEDIUM,7.15
"Kepler-184",10.6876;20.3030;29.0224,10.6876,20.3030,21.3752,MEDIUM,5.31
"Kepler-184",10.6876;20.3030;29.0224,20.3030,29.0224,30.4545,MEDIUM,6.35
"Kepler-130",8.4575;27.5087;87.5179,8.4575,27.5087,11.2766;15.0355;20.0473;26.7297,MEDIUM,7.28
"Kepler-130",8.4575;27.5087;87.5179,27.5087,87.5179,36.6782;48.9043;65.2058;86.9410,MEDIUM,6.83
"HIP 8541",228.5373;1852.1439,228.5373,1852.1439,457.0746;914.1492;1828.2985,HIGH,3.38
"HD 62364",5138.0000;74839.9456,5138.0000,74839.9456,10276.0000;20552.0000;41104.0000,MEDIUM,8.37
"TOI-1749",2.3884;4.4929;9.0497,2.3884,4.4929,4.7768,MEDIUM,5.77
"TOI-1749",2.3884;4.4929;9.0497,4.4929,9.0497,8.9858,HIGH,3.16
"K2-5",5.7359;10.9324,5.7359,10.9324,11.4719,MEDIUM,5.15
"HAT-P-11",4.8880;3361.0000,4.8880,3361.0000,9.7760;19.5520;39.1040;78.2080;156.4160;312.8320;625.6640;1251.3280;2502.6560,HIGH,4.17
"Kepler-328",34.9210;71.3120,34.9210,71.3120,69.8420,HIGH,3.85
"K2-198",3.3596;7.4500;17.0429,3.3596,7.4500,5.0394,HIGH,6.22
"K2-198",3.3596;7.4500;17.0429,7.4500,17.0429,11.1750;16.7625,HIGH,5.06
"2MASS J19383260+4603591",43.0000;406.0000;1460.0000,43.0000,406.0000,86.0000;172.0000;344.0000,MEDIUM,7.09
"2MASS J19383260+4603591",43.0000;406.0000;1460.0000,406.0000,1460.0000,609.0000;913.5000;1370.2500,MEDIUM,11.02
"Kepler-369",2.7328;14.8716,2.7328,14.8716,4.0991;6.1487;9.2231;13.8346,MEDIUM,9.99
"Kepler-253",3.7840;10.2820;18.1199,3.7840,10.2820,5.6760;8.5140,MEDIUM,8.31
"Kepler-253",3.7840;10.2820;18.1199,10.2820,18.1199,17.1366,MEDIUM,8.67
"Kepler-366",3.2820;12.5162,3.2820,12.5162,4.3759;5.8346;7.7795;10.3726,MEDIUM,9.01
"K2-155",6.3420;13.8500;40.7180,6.3420,13.8500,10.5700,MEDIUM,9.16
"K2-155",6.3420;13.8500;40.7180,13.8500,40.7180,27.7000,HIGH,5.50
"Kepler-245",3.2198;7.4902;17.4608;36.2771,3.2198,7.4902,4.8297;7.2446,HIGH,5.63
"Kepler-245",3.2198;7.4902;17.4608;36.2771,7.4902,17.4608,11.2353;16.8529,HIGH,5.70
"Kepler-245",3.2198;7.4902;17.4608;36.2771,17.4608,36.2771,34.9216,HIGH,4.74
"HD 108874",394.4812;1624.0000,394.4812,1624.0000,788.9625;1577.9249,HIGH,3.94
"Kepler-1371",2.0054;3.4462,2.0054,3.4462,3.3424,HIGH,7.35
"Kepler-108",49.1839;190.3235,49.1839,190.3235,73.7759;110.6638;165.9957,MEDIUM,9.08
"Kepler-392",5.3419;10.4231,5.3419,10.4231,10.6837,HIGH,4.02
"Kepler-336",2.0248;9.6000;20.6788,2.0248,9.6000,4.0496;8.0993,MEDIUM,7.18
"Kepler-336",2.0248;9.6000;20.6788,9.6000,20.6788,12.8000;17.0667,LOW,9.76
"Kepler-379",20.0984;62.7847,20.0984,62.7847,26.7978;35.7305;47.6406,MEDIUM,7.99
"Kepler-306",4.6462;7.2402;17.3266;44.8410,4.6462,7.2402,6.9693,HIGH,5.94
"Kepler-306",4.6462;7.2402;17.3266;44.8410,7.2402,17.3266,9.6536;12.8715;17.1619,MEDIUM,6.69
"Kepler-306",4.6462;7.2402;17.3266;44.8410,17.3266,44.8410,21.6583;27.0729;33.8411;42.3014,MEDIUM,9.70
"Kepler-121",3.1774;41.0080,3.1774,41.0080,4.7661;7.1492;10.7238;16.0857;24.1285;36.1928,MEDIUM,8.52
"TOI-238",1.2731;8.4657,1.2731,8.4657,2.5462;5.0925,HIGH,5.55
"Kepler-169",3.2506;6.1955;8.3481;13.7671;87.0902,3.2506,6.1955,6.5012,MEDIUM,5.15
"Kepler-169",3.2506;6.1955;8.3481;13.7671;87.0902,6.1955,8.3481,12.3909,HIGH,5.03
"Kepler-169",3.2506;6.1955;8.3481;13.7671;87.0902,8.3481,13.7671,13.9135,HIGH,6.33
"Kepler-169",3.2506;6.1955;8.3481;13.7671;87.0902,13.7671,87.0902,20.6507;30.9760;46.4640;69.6960,MEDIUM,6.71
"Kepler-23",7.1000;10.7400;15.2700,7.1000,10.7400,10.6500,HIGH,4.42
"Kepler-23",7.1000;10.7400;15.2700,10.7400,15.2700,16.1100,MEDIUM,6.61
"Kepler-37",13.3670;21.3018;39.7923;51.1960,13.3670,21.3018,20.0505,MEDIUM,7.12
"Kepler-37",13.3670;21.3018;39.7923;51.1960,21.3018,39.7923,28.4025;37.8700,MEDIUM,7.73
"Kepler-37",13.3670;21.3018;39.7923;51.1960,39.7923,51.1960,53.0563,HIGH,6.95
"K2-165",2.3550;4.3827;14.1014,2.3550,4.3827,3.1400;4.1867,MEDIUM,7.59
"K2-165",2.3550;4.3827;14.1014,4.3827,14.1014,5.8437;7.7915;10.3887;13.8516,MEDIUM,7.06
"GJ 687",38.1420;727.5620,38.1420,727.5620,76.2840;152.5680;305.1360;610.2720,HIGH,5.83
"Kepler-376",4.9202;14.1723,4.9202,14.1723,8.2003;13.6672,MEDIUM,8.03
"TOI-199",104.8540;273.6900,104.8540,273.6900,157.2810;235.9215,MEDIUM,9.15
"HD 110067",9.1137;13.6737;20.5196;30.7931;41.0585;54.7699,9.1137,13.6737,13.6705,HIGH,4.01
"HD 110067",9.1137;13.6737;20.5196;30.7931;41.0585;54.7699,13.6737,20.5196,20.5105,HIGH,4.02
"HD 110067",9.1137;13.6737;20.5196;30.7931;41.0585;54.7699,20.5196,30.7931,30.7794,HIGH,4.02
"HD 110067",9.1137;13.6737;20.5196;30.7931;41.0585;54.7699,30.7931,41.0585,61.5862,HIGH,4.50
"HD 110067",9.1137;13.6737;20.5196;30.7931;41.0585;54.7699,41.0585,54.7699,82.1171,HIGH,4.52
"Kepler-58",4.4581;10.2185;15.5742;40.1014,4.4581,10.2185,6.6872;10.0308,HIGH,5.12
"Kepler-58",4.4581;10.2185;15.5742;40.1014,10.2185,15.5742,15.3277,HIGH,4.80
"Kepler-58",4.4581;10.2185;15.5742;40.1014,15.5742,40.1014,19.4677;24.3346;30.4183;38.0228,MEDIUM,9.59
"Kepler-316",2.2405;6.8278,2.2405,6.8278,4.4810,HIGH,5.29
"Kepler-1001",9.1819;14.3051,9.1819,14.3051,13.7728,HIGH,5.93
"Kepler-192",6.4703;9.9267;21.2234,6.4703,9.9267,9.7054,HIGH,5.14
"Kepler-192",6.4703;9.9267;21.2234,9.9267,21.2234,13.2357;17.6475,LOW,9.51
"K2-247",2.2502;6.4942,2.2502,6.4942,3.7504;6.2506,MEDIUM,8.10
"Kepler-373",5.5353;16.7259,5.5353,16.7259,11.0706,HIGH,4.86
"Kepler-282",9.2205;13.6387;24.8060;44.3470,9.2205,13.6387,13.8308,HIGH,4.69
"Kepler-282",9.2205;13.6387;24.8060;44.3470,13.6387,24.8060,18.1850;24.2466,MEDIUM,6.80
"Kepler-282",9.2205;13.6387;24.8060;44.3470,24.8060,44.3470,33.0747;44.0996,MEDIUM,6.22
"Kepler-1491",16.5862;61.5698,16.5862,61.5698,27.6436;46.0727,MEDIUM,8.54
"Kepler-115",2.4037;8.9909,2.4037,8.9909,4.0061;6.6769,MEDIUM,8.80
"K2-80",5.6050;19.0918;28.8673,5.6050,19.0918,8.4075;12.6113;18.9169,HIGH,4.98
"K2-80",5.6050;19.0918;28.8673,19.0918,28.8673,28.6377,HIGH,4.40
"Kepler-116",5.9687;13.0716,5.9687,13.0716,9.9479,MEDIUM,9.02
"Kepler-1311",2.5357;11.1727;197.5110,2.5357,11.1727,3.3810;4.5080;6.0106;8.0142;10.6856,MEDIUM,7.63
"Kepler-1311",2.5357;11.1727;197.5110,11.1727,197.5110,16.7590;25.1386;37.7079;56.5618;84.8427;127.2640;190.8960,HIGH,5.56
"Kepler-195",8.3079;34.0969,8.3079,34.0969,16.6157;33.2315,HIGH,3.83
"TOI-451",1.8587;9.1925;16.3650,1.8587,9.1925,2.7881;4.1821;6.2731,HIGH,6.08
"TOI-451",1.8587;9.1925;16.3650,9.1925,16.3650,12.2567;16.3423,MEDIUM,6.08
"Kepler-200",8.5948;10.2222,8.5948,10.2222,17.1896,MEDIUM,6.74
"TOI-500",0.5482;6.6356;26.2330;61.3000,0.5482,6.6356,1.0964;2.1927;4.3854,HIGH,4.22
"TOI-500",0.5482;6.6356;26.2330;61.3000,6.6356,26.2330,13.2712,HIGH,3.88
"TOI-500",0.5482;6.6356;26.2330;61.3000,26.2330,61.3000,39.3495;59.0242,HIGH,5.79
"Kepler-124",3.4105;13.8214;30.9509,3.4105,13.8214,6.8210;13.6420,HIGH,3.41
"Kepler-124",3.4105;13.8214;30.9509,13.8214,30.9509,20.7321,HIGH,5.74
"GJ 1002",10.3465;21.2020,10.3465,21.2020,20.6930,HIGH,4.03
"Kepler-315",96.1011;265.4693,96.1011,265.4693,144.1517;216.2276,MEDIUM,7.83
"Kepler-341",5.1955;8.0104;27.6663;42.4733,5.1955,8.0104,7.7933,HIGH,5.39
"Kepler-341",5.1955;8.0104;27.6663;42.4733,8.0104,27.6663,12.0156;18.0234;27.0351,HIGH,5.33
"Kepler-341",5.1955;8.0104;27.6663;42.4733,27.6663,42.4733,41.4995,HIGH,5.17
"Kepler-229",6.2530;16.0686;41.1949,6.2530,16.0686,7.8162;9.7703;12.2128;15.2660,MEDIUM,9.55
"Kepler-229",6.2530;16.0686;41.1949,16.0686,41.1949,20.0858;25.1072;31.3841;39.2301,MEDIUM,9.50
"Kepler-65",2.1549;5.8599;8.1312;258.8000,2.1549,5.8599,3.2324;4.8485,MEDIUM,8.34
"Kepler-65",2.1549;5.8599;8.1312;258.8000,5.8599,8.1312,7.8133,MEDIUM,7.23
"Kepler-65",2.1549;5.8599;8.1312;258.8000,8.1312,258.8000,16.2625;32.5249;65.0498;130.0997,HIGH,3.41
"Kepler-207",1.6119;3.0716;5.8681,1.6119,3.0716,3.2237,MEDIUM,5.16
"Kepler-207",1.6119;3.0716;5.8681,3.0716,5.8681,6.1431,MEDIUM,5.04
"Kepler-163",7.8109;21.3473,7.8109,21.3473,11.7164;17.5746,MEDIUM,8.51
"GJ 676 A",3.6008;35.4736;1051.4452;13921.4230,3.6008,35.4736,7.2015;14.4030;28.8061,HIGH,5.77
"GJ 676 A",3.6008;35.4736;1051.4452;13921.4230,35.4736,1051.4452,53.2104;79.8156;119.7233;179.5850;269.3775;404.0662;606.0994;909.1491,MEDIUM,7.29
"GJ 676 A",3.6008;35.4736;1051.4452;13921.4230,1051.4452,13921.4230,2102.8904;4205.7808;8411.5617,HIGH,5.22
"HIP 57274",8.1352;32.0300;431.7000,8.1352,32.0300,16.2704,HIGH,4.08
"HIP 57274",8.1352;32.0300;431.7000,32.0300,431.7000,64.0600;128.1200;256.2400,HIGH,5.32
"Kepler-291",3.5465;5.7008,3.5465,5.7008,5.9109,HIGH,7.58
"Kepler-381",5.6290;8.2563;13.3916,5.6290,8.2563,8.4435,HIGH,5.11
"Kepler-381",5.6290;8.2563;13.3916,8.2563,13.3916,13.7605,HIGH,7.14
"Kepler-148",1.7294;4.1800;51.8469,1.7294,4.1800,2.3058;3.0744;4.0992,MEDIUM,6.94
"Kepler-148",1.7294;4.1800;51.8469,4.1800,51.8469,6.2701;9.4051;14.1076;21.1615;31.7422;47.6133,MEDIUM,8.87
"Kepler-57",5.7200;11.6000,5.7200,11.6000,11.4400,HIGH,3.50
"Kepler-1093",25.0825;89.7223,25.0825,89.7223,37.6237;56.4355;84.6533,HIGH,6.25
"Kepler-165",8.1808;15.3130,8.1808,15.3130,10.9078;14.5437,MEDIUM,7.80
"EPIC 206042996",0.3549;5.2986,0.3549,5.2986,0.5323;0.7985;1.1977;1.7966;2.6949;4.0424,MEDIUM,6.23
"HD 176986",6.4898;16.8191,6.4898,16.8191,8.1122;10.1403;12.6754;15.8442,MEDIUM,9.73
"HD 67087",352.2000;2374.0000,352.2000,2374.0000,704.4000;1408.8000,HIGH,5.84
"Kepler-616",9.9976;51.0674;90.4114,9.9976,51.0674,14.9964;22.4946;33.7420;50.6129,HIGH,5.08
"Kepler-616",9.9976;51.0674;90.4114,51.0674,90.4114,85.1123,MEDIUM,8.91
"HD 99492",17.0503;95.2330,17.0503,95.2330,34.1006;68.2012,MEDIUM,7.29
"KOI-3503",21.1850;31.8280,21.1850,31.8280,31.7775,HIGH,4.08
"TOI-1260",3.1275;7.4931;16.6082,3.1275,7.4931,4.1700;5.5599;7.4132,MEDIUM,6.72
"TOI-1260",3.1275;7.4931;16.6082,7.4931,16.6082,11.2397,HIGH,6.25
"TOI-1136",4.1727;6.2574;12.5199;18.8010;26.3210;39.5450,4.1727,6.2574,6.2591,HIGH,4.01
"TOI-1136",4.1727;6.2574;12.5199;18.8010;26.3210;39.5450,6.2574,12.5199,12.5148,HIGH,2.82
"TOI-1136",4.1727;6.2574;12.5199;18.8010;26.3210;39.5450,12.5199,18.8010,18.7798,HIGH,4.06
"TOI-1136",4.1727;6.2574;12.5199;18.8010;26.3210;39.5450,18.8010,26.3210,25.0680,MEDIUM,7.70
"TOI-1136",4.1727;6.2574;12.5199;18.8010;26.3210;39.5450,26.3210,39.5450,39.4815,HIGH,4.08
"Kepler-337",3.2928;9.6932,3.2928,9.6932,6.5856,HIGH,5.44
"K2-59",11.2954;20.6921,11.2954,20.6921,15.0605;20.0807,MEDIUM,7.05
"K2-396",0.6739;25.7605,0.6739,25.7605,1.3477;2.6954;5.3909;10.7818;21.5636,HIGH,5.51
"Kepler-284",12.6991;37.5145,12.6991,37.5145,25.3983,HIGH,5.27
"TOI-561",0.4466;10.7788;25.7127;77.1440,0.4466,10.7788,0.8931;1.7863;3.5726;7.1451,HIGH,4.01
"TOI-561",0.4466;10.7788;25.7127;77.1440,10.7788,25.7127,16.1683;24.2524,MEDIUM,6.51
"TOI-561",0.4466;10.7788;25.7127;77.1440,25.7127,77.1440,51.4254,HIGH,4.50
"HD 63433",4.2091;7.1079;20.5438,4.2091,7.1079,7.0151,HIGH,6.46
"HD 63433",4.2091;7.1079;20.5438,7.1079,20.5438,11.8466;19.7443,MEDIUM,8.15
"Kepler-168",4.4254;13.1932,4.4254,13.1932,8.8508,HIGH,4.81
"TOI-1450 A",2.0439;5.0688,2.0439,5.0688,2.7252;3.6336;4.8449,MEDIUM,7.61
"TOI-1670",10.9846;40.7498,10.9846,40.7498,18.3077;30.5128,MEDIUM,8.52
"Kepler-239",11.7631;56.2281,11.7631,56.2281,23.5261;47.0522,MEDIUM,6.91
"K2-16",2.7158;7.6188;19.0786,2.7158,7.6188,4.5263;7.5438,MEDIUM,7.13
"K2-16",2.7158;7.6188;19.0786,7.6188,19.0786,10.1584;13.5445;18.0594,MEDIUM,7.86
"Kepler-126",10.4957;21.8697;100.2831,10.4957,21.8697,20.9914,MEDIUM,4.89
"Kepler-126",10.4957;21.8697;100.2831,21.8697,100.2831,43.7395;87.4790,MEDIUM,8.60
"Kepler-619",1.2085;5.4043;11.6789,1.2085,5.4043,1.8127;2.7190;4.0786,MEDIUM,6.36
"Kepler-619",1.2085;5.4043;11.6789,5.4043,11.6789,7.2057;9.6076,LOW,9.87
"GJ 357",3.9306;9.1247;55.6610,3.9306,9.1247,5.8959;8.8438,HIGH,5.56
"GJ 357",3.9306;9.1247;55.6610,9.1247,55.6610,18.2494;36.4988,HIGH,4.72
"Kepler-131",16.0920;25.5169,16.0920,25.5169,24.1380,MEDIUM,6.86
"Kepler-271",5.2497;7.4109;10.4355,5.2497,7.4109,7.8746,MEDIUM,6.94
