system_name,planet_name,period_days
K2-330,K2-330 b,13.774798
Kepler-262,Kepler-262 b,13.060855
WASP-11,WASP-11 b,3.72247
Kepler-1490,Kepler-1490 b,92.4362973
HD 42012,HD 42012 b,857.5
2MASS J19383260+4603591,2MASS J19383260+4603591 b,406.0
Kepler-1989,Kepler-1989 b,10.161023528
TOI-4600,TOI-4600 b,82.6869
Kepler-702,Kepler-702 b,10.526294063
Kepler-1058,Kepler-1058 b,110.96546
HD 141399,HD 141399 b,94.44
HIP 86221,HIP 86221 b,2.224
TOI-1298,TOI-1298 b,4.537143
Kepler-1541,Kepler-1541 b,8.40691199
Kepler-1871,Kepler-1871 b,1.952700019
Kepler-1843,Kepler-1843 b,25.54339981
Kepler-496,Kepler-496 b,8.30864937
LHS 1140,LHS 1140 b,24.73723
KELT-11,KELT-11 b,4.73620865
HAT-P-2,HAT-P-2 b,5.6335158
Kepler-592,Kepler-592 b,2.820192408
K2-316,K2-316 c,5.26
Kepler-1108,Kepler-1108 b,4.51005748
Kepler-292,Kepler-292 d,7.055679
EPIC 206042996,EPIC 206042996 b,5.2986
Kepler-1244,Kepler-1244 b,3.70428172
Kepler-914,Kepler-914 b,4.40966548
TOI-1062,TOI-1062 c,7.972
Kepler-1326,Kepler-1326 b,42.3514267
Kepler-191,Kepler-191 c,17.738506
HIP 35173,HIP 35173 b,41.516
HD 40307,HD 40307 d,20.432
Kepler-903,Kepler-903 c,62.9228557
Kepler-896,Kepler-896 b,144.547396
Kepler-662,Kepler-662 b,21.67697486
Kepler-1287,Kepler-1287 b,11.47685909
WASP-183,WASP-183 b,4.1117771
Kepler-1665,Kepler-1665 b,11.9548
TOI-3693,TOI-3693 b,9.088516
Kepler-132,Kepler-132 e,110.2869374
Kepler-342,Kepler-342 e,1.644224613
CoRoT-27,CoRoT-27 b,3.57532
Kepler-1733,Kepler-1733 b,9.229579926
Kepler-846,Kepler-846 b,19.80792185
Kepler-1624,Kepler-1624 b,3.290304518
TOI-198,TOI-198 b,10.2152
WASP-188,WASP-188 b,5.748916
Kepler-607,Kepler-607 c,39.67679977
Kepler-1888,Kepler-1888 b,11.39169979
Kepler-1611,Kepler-1611 b,5.1762429
Kepler-499,Kepler-499 b,5.632528453
HD 48948,HD 48948 d,151.92
Kepler-1090,Kepler-1090 b,198.680179
Kepler-603,Kepler-603 b,21.05358596
Kepler-1268,Kepler-1268 b,40.9903986
Kepler-299,Kepler-299 c,6.885875
Kepler-1595,Kepler-1595 b,4.56380468
K2-395,K2-395 c,8.491282
Kepler-1894,Kepler-1894 b,2.762660027
HD 134606,HD 134606 d,966.5
Kepler-558,Kepler-558 b,29.00790538
Kepler-1235,Kepler-1235 b,4.16055856
Kepler-1625,Kepler-1625 b,287.378949
TOI-3714,TOI-3714 b,2.154849
Kepler-41,Kepler-41 b,1.8555582
Kepler-247,Kepler-247 c,9.439452
Kepler-176,Kepler-176 e,51.16579
Kepler-60,Kepler-60 d,11.8981
Kepler-809,Kepler-809 b,55.63934
HATS-40,HATS-40 b,3.2642736
K2-386,K2-386 b,7.473223
TOI-5174,TOI-5174 b,12.214286
TOI-540,TOI-540 b,1.2391491
HD 24085,HD 24085 b,2.0455
Kepler-1095,Kepler-1095 b,4.27103091
Kepler-1459,Kepler-1459 b,62.8691611
Kepler-320,Kepler-320 b,8.371554
Kepler-603,Kepler-603 d,6.2171292
Kepler-693,Kepler-693 b,15.37563332
WASP-8,WASP-8 b,8.15872
WASP-124,WASP-124 b,3.37265
Kepler-1727,Kepler-1727 b,9.029299736
Kepler-1649,Kepler-1649 b,8.689099
Kepler-253,Kepler-253 d,18.119869
TOI-715,TOI-715 b,19.288004
TOI-1742,TOI-1742 b,21.269084
TOI-1836,TOI-1836 b,20.380799
Kepler-1635,Kepler-1635 b,469.63111
TOI-1294,TOI-1294 c,159.9
BD+49 828,BD+49 828 b,2590.0
Kepler-1445,Kepler-1445 b,10.60052251
K2-375,K2-375 b,14.453895
Kepler-1055,Kepler-1055 b,2.295036233
WASP-14,WASP-14 b,2.24375
Kepler-967,Kepler-967 b,13.22713379
Kepler-1053,Kepler-1053 b,2.414351654
Kepler-1870,Kepler-1870 b,3.606940031
Kepler-258,Kepler-258 b,13.19722
HD 102956,HD 102956 b,6.4947
TOI-3071,TOI-3071 b,1.266938
HAT-P-34,HAT-P-34 b,5.452654
TOI-519,TOI-519 b,1.2652328
OGLE-TR-182,OGLE-TR-182 b,3.9791
Kepler-208,Kepler-208 d,11.131786
Kepler-336,Kepler-336 d,20.678772
Kepler-126,Kepler-126 d,100.283134
Kepler-1709,Kepler-1709 b,65.70459747
Kepler-653,Kepler-653 c,0.900376476
HD 18143,HD 18143 b,10.2851
WASP-144,WASP-144 b,2.2783152
HD 178911 B,HD 178911 B b,71.484
GJ 682,GJ 682 c,57.32
HD 216437,HD 216437 b,1359.0
HD 40307,HD 40307 c,9.6184
2MASS J19383260+4603591,Kepler-451 d,43.0
K2-170,K2-170 c,12.400047
Kepler-1553,Kepler-1553 b,4.24261881
Kepler-1032,Kepler-1032 b,3.290117953
K2-63,K2-63 b,20.257
EPIC 206024342,EPIC 206024342 d,14.647531
HD 147513,HD 147513 b,528.4
Kepler-865,Kepler-865 c,6.20920207
HD 133131 A,HD 133131 A b,649.0
Kepler-1530,Kepler-1530 c,5.3227406
Kepler-858,Kepler-858 b,76.13602028
HD 69830,HD 69830 b,8.667
Kepler-612,Kepler-612 b,3.722156413
Kepler-252,Kepler-252 c,10.848463
Kepler-762,Kepler-762 b,3.770552098
TOI-2346,TOI-2346 b,3.3312029
TOI-2407,TOI-2407 b,2.702969
TOI-2992,TOI-2992 b,3.007812
TOI-178,TOI-178 d,6.5577
TOI-5300,TOI-5300 b,2.262196
Kepler-318,Kepler-318 b,4.662715
Kepler-96,Kepler-96 b,16.2385
Kepler-163,Kepler-163 c,21.347262
WASP-73,WASP-73 b,4.08722
Kepler-647,Kepler-647 b,16.2254649
Kepler-1542,Kepler-1542 c,2.89223021
K2-12,K2-12 b,8.28246
Kepler-1597,Kepler-1597 b,2.94654179
Kepler-261,Kepler-261 c,24.570858
Kepler-576,Kepler-576 b,29.91136794
TOI-1278,TOI-1278 b,14.47567
HD 167677,HD 167677 b,1820.0
Kepler-949,Kepler-949 b,8.689307296
Kepler-957,Kepler-957 b,5.907413537
HIP 41378,HIP 41378 b,15.572098
HIP 41378,HIP 41378 e,131.0
TOI-1898,TOI-1898 b,45.52234
Kepler-1669,Kepler-1669 d,4.72941177
TOI-216,TOI-216.01,34.525528
Kepler-1194,Kepler-1194 b,16.22371307
WASP-164,WASP-164 b,1.7771255
TOI-2416,TOI-2416 b,8.275479
Kepler-843,Kepler-843 b,2.053879821
Kepler-1949,Kepler-1949 b,2.208280087
Kepler-1825,Kepler-1825 b,1.025869966
Kepler-579,Kepler-579 b,9.66857723
Kepler-1190,Kepler-1190 b,10.45843441
Kepler-1643,Kepler-1643 b,5.342657
HR 858,HR 858 c,5.973865
GJ 1061,GJ 1061 b,3.204
HD 11112,HD 11112 b,17244.90764
Kepler-1269,Kepler-1269 b,37.3331536
K2-409,K2-409 b,1.908084
Qatar-6,Qatar-6 b,3.506195
KOI-984,KOI-984 c,21.512
UZ For,UZ For b,5840.0
Kepler-1791,Kepler-1791 b,7.720860004
Kepler-972,Kepler-972 b,7.03932553
Kepler-978,Kepler-978 b,49.6221509
Kepler-1132,Kepler-1132 b,62.8916228
Kepler-413,Kepler-413 b,66.262
Kepler-1558,Kepler-1558 b,3.50470358
WASP-8,WASP-8 c,4323.0
Kepler-1983,Kepler-1983 b,7.32851947
Kepler-521,Kepler-521 b,22.20813214
TOI-1516,TOI-1516 b,2.056014
Kepler-1576,Kepler-1576 b,6.98471973
Kepler-539,Kepler-539 c,1000.0
KOI-7368,KOI-7368 b,6.8430344
K2-50,EPIC 201833600 c,3.96151
HATS-6,HATS-6 b,3.3252725
HAT-P-35,HAT-P-35 b,3.646706
Kepler-343,Kepler-343 c,23.22182
Kepler-839,Kepler-839 b,37.8144514
Kepler-1386,Kepler-1386 b,6.73972381
K2-389,K2-389 c,20.851337
Kepler-956,Kepler-956 b,5.248672631
Kepler-339,Kepler-339 b,4.977656
Kepler-1074,Kepler-1074 b,5.94566534
Kepler-1124,Kepler-1124 b,2.852348975
TOI-261,TOI-261.01,3.3639254
Kepler-303,Kepler-303 c,7.061149
Kepler-1855,Kepler-1855 b,0.727330983
Kepler-1345,Kepler-1345 b,44.6169557
Kepler-522,Kepler-522 b,38.58422849
Kepler-561,Kepler-561 c,5.350161983
TOI-332,TOI-332 b,0.777038
Kepler-601,Kepler-601 b,5.378868441
Kepler-1021,Kepler-1021 b,13.47469571
K2-319,K2-319 b,26.68
Kepler-523,Kepler-523 b,5.835983111
GJ 3222,GJ 3222 b,10.66669
Kepler-141,Kepler-141 c,7.010606
TOI-2768,TOI-2768 b,1.50801
Kepler-150,Kepler-150 f,637.2093
Kepler-304,Kepler-304 c,5.315946
Kepler-1167,Kepler-1167 b,1.003933739
K2-43,K2-43 b,3.471149
K2-398,K2-398 b,6.393025
Kepler-1096,Kepler-1096 b,2.892217506
TOI-615,TOI-615 b,4.6615983
HD 4308,HD 4308 b,15.56
TOI-3464,TOI-3464 b,3.6515568
TOI-4214,TOI-4214 b,3.4913885
TOI-4465,TOI-4465 b,101.94054
TRAPPIST-1,TRAPPIST-1 e,6.101013
Kepler-223,Kepler-223 d,14.78869
Kepler-572,Kepler-572 b,17.20523483
Kepler-143,Kepler-143 c,27.082511
ups Leo,ups Leo b,385.2
Kepler-326,Kepler-326 c,4.580358
Kepler-1299,Kepler-1299 b,19.9400874
HD 10442,HD 10442 b,1032.3
EPIC 212297394,EPIC 212297394 b,2.289363
Kepler-186,Kepler-186 e,22.407704
K2-19,K2-19 d,2.5081
TOI-1410,TOI-1410 c,47.56
Kepler-241,Kepler-241 c,36.065978
Kepler-1934,Kepler-1934 b,1.419759989
Kepler-25,Kepler-25 d,122.4
HD 177565,HD 177565 b,44.505
KPS-1,KPS-1 b,1.706291
Kepler-80,Kepler-80 c,9.52355
Kepler-80,Kepler-80 d,3.07222
Kepler-132,Kepler-132 b,6.178196
Kepler-845,Kepler-845 b,0.927859821
Kepler-1968,Kepler-1968 b,7.281099796
Kepler-106,Kepler-106 d,23.9802
Kepler-630,Kepler-630 b,161.4743937
HD 102117,HD 102117 b,20.8133
LHS 475,LHS 475 b,2.029088
GJ 393,GJ 393 b,7.02679
Qatar-7,Qatar-7 b,2.032046
Kepler-19,Kepler-19 d,62.95
KELT-9,KELT-9 b,1.4811235
Kepler-1086,Kepler-1086 b,18.78425728
KOI-351,Kepler-90 i,14.44912
Kepler-1467,Kepler-1467 b,47.0569043
K2-282,EPIC 220554210 c,0.70531
HD 192263,HD 192263 b,24.3556
HD 109271,HD 109271 c,30.93
HD 29021,HD 29021 b,1362.3
Kepler-1292,Kepler-1292 b,3.27646405
GJ 876,GJ 876 c,30.0881
LHS 1140,LHS 1140 c,3.77794
GJ 357,GJ 357 d,55.661
TOI-178,TOI-178 e,9.961881
Kepler-49,Kepler-49 b,7.2
WASP-29,WASP-29 b,3.92273
K2-285,K2-285 e,14.76289
TOI-1443,TOI-1443 b,23.540678
HD 191939,HD 191939 b,8.8803256
TOI-500,TOI-500 c,6.6356
Kepler-637,Kepler-637 b,23.20584623
Kepler-1675,Kepler-1675 b,63.0382
Kepler-855,Kepler-855 b,7.886631104
TOI-1669,TOI-1669 c,2.6800535
Kepler-31,Kepler-31 c,42.6318
Kepler-509,Kepler-509 b,41.74600392
Kepler-692,Kepler-692 b,21.81293494
Kepler-1052,Kepler-1052 b,34.8538276
Kepler-131,Kepler-131 c,25.5169
Kepler-376,Kepler-376 b,4.920199
K2-126,K2-126 b,7.385655
K2-141,K2-141 c,7.7485
Kepler-1790,Kepler-1790 b,31.58889961
Kepler-497,Kepler-497 b,3.573203671
Kepler-179,Kepler-179 c,6.40013
Kepler-334,Kepler-334 c,12.758005
HD 215152,HD 215152 e,25.1967
Kepler-1451,Kepler-1451 b,35.622233
Kepler-444,Kepler-444 d,6.189392
DMPP-1,DMPP-1 d,2.882
Kepler-605,Kepler-605 b,3.383538066
GJ 514,GJ 514 b,140.43
Kepler-1478,Kepler-1478 b,26.0840594
GJ 411,HD 95735 c,2946.0
TOI-782,TOI-782 b,8.0240015
HD 220074,HD 220074 b,672.09998
GJ 806,GJ 806 c,6.64064
HD 133131 A,HD 133131 A c,3568.0
Kepler-582,Kepler-582 b,18.49235668
HD 50499,HD 50499 c,8619.9
LP 890-9,LP 890-9 b,2.7299025
Kepler-206,Kepler-206 c,13.137471
Kepler-1039,Kepler-1039 b,0.934884242
Kepler-255,Kepler-255 c,9.946047
GJ 667 C,GJ 667 C f,39.026
HD 51608,HD 51608 c,95.9446
Kepler-1840,Kepler-1840 b,131.1900024
HD 79498,HD 79498 b,1807.0
CoRoT-21,CoRoT-21 b,2.72474
TOI-1420,TOI-1420 b,6.9561063
TOI-1266,TOI-1266 c,18.8027
Kepler-600,Kepler-600 b,23.67517607
HD 99492,HD 99492 c,95.233
KOI-3503,KOI-3503 b,21.185
Kepler-22,Kepler-22 b,289.863876
Kepler-1358,Kepler-1358 b,7.06317341
GJ 2126,GJ 2126 b,272.7
K2-148,K2-148 b,4.38395
Kepler-61,Kepler-61 b,59.87756
TOI-1691,TOI-1691 b,16.736888935
Kepler-445,Kepler-445 b,2.984151
HD 191939,HD 191939 g,284.0
HD 191939,HD 191939 d,38.353037
HIP 97166,HIP 97166 b,10.288914
HD 93963 A,HD 93963 A b,1.0376109
HD 207897,HD 207897 b,16.20166
TOI-4961,TOI-4961 b,7.479182
TOI-5322,TOI-5322 b,5.4233207
TOI-5592,TOI-5592 b,2.6085846
K2-253,K2-253 b,4.00167
EPIC 206024342,EPIC 206024342 c,0.911724
K2-148,K2-148 c,6.9226
HD 87816,HD 87816 b,484.17
Kepler-850,Kepler-850 b,7.19303878
Kepler-1004,Kepler-1004 b,5.28789787
HD 102272,HD 102272 b,127.58
Kepler-747,Kepler-747 b,35.61760587
Kepler-25,Kepler-25 b,6.238297
HAT-P-32,HAT-P-32 b,2.1500082
Kepler-411,Kepler-411 d,58.02035
Kepler-82,Kepler-82 f,75.732
TOI-2202,TOI-2202 c,24.6744
GJ 273,GJ 273 c,4.7234
TOI-2589,TOI-2589 b,61.6277
K2-14,K2-14 b,8.36802
CoRoT-14,CoRoT-14 b,1.51214
K2-172,K2-172 c,29.62682
Kepler-1961,Kepler-1961 b,5.604710102
HD 184010,HD 184010 b,286.6
Kepler-638,Kepler-638 b,6.07972888
nu Oct A,nu Oct A b,402.4
TOI-3023,TOI-3023 b,3.9014971
Kepler-1598,Kepler-1598 b,4.34195123
Kepler-1209,Kepler-1209 b,25.369116
EPIC 201238110,EPIC 201238110 b,28.1656
PSR J2322-2650,PSR J2322-2650 b,0.322963997
Kepler-1802,Kepler-1802 b,15.45020008
Kepler-330,Kepler-330 b,8.25978
KOI-7892,Kepler-457 d,10.6906004
Kepler-1420,Kepler-1420 b,6.69960006
TOI-904,TOI-904 b,10.8772
EPIC 206032309,EPIC 206032309 b,2.87814
K2-414,K2-414 b,4.3696
Kepler-1650,Kepler-1650 b,1.53818001
K2-50,K2-50 b,8.7529
Kepler-377,Kepler-377 b,12.509529
K2-87,K2-87 b,9.726618
Kepler-1948,Kepler-1948 b,15.57129955
Kepler-391,Kepler-391 c,20.485435
TOI-2018,TOI-2018 b,7.435583
Kepler-82,Kepler-82 b,26.44
TOI-1246,TOI-1246 c,5.904137
Kepler-202,Kepler-202 c,16.282493
Kepler-1755,Kepler-1755 b,24.81209946
HS Psc,HS Psc b,3.986
K2-278,K2-278 b,3.334966
Kepler-411,Kepler-411 c,7.834435
Kepler-411,Kepler-411 e,31.509728
Kepler-375,Kepler-375 c,19.986326
Kepler-552,Kepler-552 b,5.263415765
K2-353,K2-353 b,15.466805
HD 208527,HD 208527 b,875.5
Kepler-1833,Kepler-1833 b,6.892129898
Lupus-TR-3,Lupus-TR-3 b,3.91405
Kepler-800,Kepler-800 b,14.13176026
Kepler-1713,Kepler-1713 b,18.01160049
HD 25015,HD 25015 b,6134.427
Kepler-1305,Kepler-1305 b,13.5630972
TOI-1272,TOI-1272 c,8.6811
Kepler-1313,Kepler-1313 b,3.833091178
Kepler-1163,Kepler-1163 b,6.11786898
Kepler-1890,Kepler-1890 b,4.820590019
Kepler-112,Kepler-112 b,8.408878
Kepler-581,Kepler-581 b,40.6069821
HD 147873,HD 147873 b,116.596
Kepler-1714,Kepler-1714 b,10.27530003
TOI-1266,TOI-1266 b,10.8945
TOI-470,TOI-470 b,12.19148
Kepler-1484,Kepler-1484 b,30.4549136
Kepler-354,Kepler-354 b,5.47666
Kepler-616,Kepler-616 d,51.06740189
Kepler-271,Kepler-271 c,7.41086267
EPIC 201427007,EPIC 201427007 b,0.72091
Kepler-740,Kepler-740 b,3.584101216
KELT-6,KELT-6 b,7.8457
HD 72659,HD 72659 c,18207.72098
Kepler-1592,Kepler-1592 b,3.05710069
Kepler-305,Kepler-305 b,5.487
Kepler-123,Kepler-123 c,26.695074
LTT 3780.00,LTT 3780 b,0.76837931
K2-247,K2-247 b,2.25021
Gl 410,Gl 410 b,6.02
Kepler-974,KOI-1843.03,0.1768913
K2-276,K2-276 b,18.718269
K2-138,K2-138 d,5.40479
Kepler-848,Kepler-848 b,6.91134416
WASP-132,WASP-132 b,7.1335164
HD 64114,HD 64114 b,45.791
Kepler-750,Kepler-750 c,4.08899022
Kepler-278,Kepler-278 c,51.078775
GJ 180,GJ 180 d,106.3
Kepler-1570,Kepler-1570 b,26.548955
Kepler-164,Kepler-164 e,94.886902
Kepler-58,Kepler-58 e,4.45814897
HD 12235,HD 12235 c,36336.70679
Kepler-224,Kepler-224 e,18.643577
Kepler-1487,Kepler-1487 c,35.8007112
TIC 88785435,TIC 88785435 b,10.508843
Kepler-953,Kepler-953 b,88.40655258
Kepler-1579,Kepler-1579 b,0.849907889
HD 221420,HD 221420 b,10066.0
Kepler-1590,Kepler-1590 b,7.61760804
HD 24040,HD 24040 b,3668.0
HD 28192,HD 28192 b,14.23283
HD 160691,HD 160691 c,3947.0
TOI-1899,TOI-1899 b,29.090312
K2-400,K2-400 b,3.865053
HD 159243,HD 159243 b,12.62
Kepler-1360,Kepler-1360 b,40.5286413
Kepler-1668,Kepler-1668 b,15.434
GJ 317,GJ 317 b,695.69
WASP-39,WASP-39 b,4.0552941
XO-3,XO-3 b,3.19154
WASP-69,WASP-69 b,3.86813881
Proxima Cen,Proxima Cen b,11.18465
K2-233,K2-233 b,2.467583
K2-233,K2-233 c,7.06024
K2-233,K2-233 d,24.3681
Wolf 503,Wolf 503 b,6.00127
GJ 317,GJ 317 c,6500.0
WASP-163,WASP-163 b,1.6096884
WASP-185,WASP-185 b,9.38755
GJ 3512,GJ 3512 b,203.109
NGTS-11,NGTS-11 b,35.45533
TOI-237,TOI-237 b,5.436098
TOI-942,TOI-942 b,4.32421
TOI-942,TOI-942 c,10.156272
TOI-1444,TOI-1444 b,0.4702743
TOI-1685,TOI-1685 b,0.66913924
Gaia-1,Gaia-1 b,3.052524
Gaia-2,Gaia-2 b,3.6915224
GJ 3512,GJ 3512 c,2354.0
HD 15906,HD 15906 b,10.924709
TOI-880,TOI-880 c,6.3872703
TOI-880,TOI-880.02,2.57571
TOI-1346,TOI-1346 c,5.502558
TOI-1346,TOI-1346 b,1.7622538
TOI-1716,TOI-1716.01,8.082376554
TOI-2719,TOI-2719 b,3.37594
TOI-4155,TOI-4155 b,3.320729
TOI-6000,TOI-6000 b,0.448959
Proxima Cen,Proxima Cen d,5.12338
GJ 463,GJ 463 b,3459.0
TOI-6324,TOI-6324 b,0.279221
HD 15906,HD 15906 c,21.583298
HIP 66074,HIP 66074 b,310.9
Gaia-4,Gaia-4 b,571.3
Gaia-5,Gaia-5 b,358.62
GJ 9773,GJ 9773 b,2965.0
K2-31,K2-31 b,1.25785
K2-127,K2-127 b,3.588163
K2-199,K2-199 b,3.2253993
K2-199,K2-199 c,7.3744897
WASP-85 A,WASP-85 A b,2.6556777
Kepler-1985,Kepler-1985 b,3.42064689
Kepler-830,Kepler-830 b,11.29695137
TYC 3667-1280-1,TYC 3667-1280-1 b,26.468
Kepler-724,Kepler-724 b,3.314946338
Kepler-442,Kepler-442 b,112.3053
HD 164509,HD 164509 b,280.17
TOI-2266,TOI-2266 b,2.326318
Kepler-1177,Kepler-1177 b,106.247547
HD 332231,HD 332231 b,18.712024
Kepler-399,Kepler-399 b,14.425281
OGLE-2018-BLG-0740L,OGLE-2018-BLG-0740L b,5480.0
HD 112300,HD 112300 b,466.63
Kepler-462,Kepler-462 c,207.62
Kepler-462,Kepler-462 b,84.6866
HIP 67851,HIP 67851 c,3128.41
Kepler-1106,Kepler-1106 b,1.252752174
Kepler-1001,Kepler-1001 c,9.18186
HD 25463,HD 25463 c,3.04405
Kepler-356,Kepler-356 b,4.612696
HD 134606,HD 134606 f,26.915
Kepler-285,Kepler-285 c,6.186676
K2-37,K2-37 b,4.44117
Kepler-1834,Kepler-1834 c,0.766691517
Kepler-487,Kepler-487 b,15.358768403
HD 208487,HD 208487 b,130.08
Kepler-1821,Kepler-1821 b,16.45809937
Kepler-1090,Kepler-1090 c,42.42720032
Kepler-263,Kepler-263 c,47.332773
HD 10180,HD 10180 g,604.67
Kepler-461,Kepler-461 b,8.313783059
TOI-4600,TOI-4600 c,482.8191
HD 66141,HD 66141 b,480.5
Kepler-1143,Kepler-1143 b,2.888904849
TOI-663,TOI-663 c,4.6955507
TOI-270,TOI-270 b,3.3601538
TOI-674,TOI-674 b,1.977143
Kepler-1716,Kepler-1716 b,35.58100128
Kepler-250,Kepler-250 b,4.148141
TOI-2015,TOI-2015 c,5.582796
Kepler-476,Kepler-476 b,14.00640607
Kepler-1434,Kepler-1434 b,8.05333618
HD 158259,HD 158259 e,7.951
Kepler-1240,Kepler-1240 b,4.8663815
GJ 357,GJ 357 c,9.1247
CoRoT-7,CoRoT-7 c,3.698
Kepler-593,Kepler-593 b,21.21708973
K2-164,K2-164 b,17.355066
Kepler-1186,Kepler-1186 b,16.07677615
Kepler-27,Kepler-27 d,6.546289921
HIP 71135,HIP 71135 b,87.19
HR 858,HR 858 d,11.230511
TOI-5388,TOI-5388.01,2.594675
Kepler-1847,Kepler-1847 b,11.12969971
Kepler-1782,Kepler-1782 b,5.756229877
CoRoT-24,CoRoT-24 b,5.1134
Kepler-1589,Kepler-1589 b,0.991665274
Kepler-495,Kepler-495 b,3.413036221
TOI-5704,TOI-5704 b,3.771116
Kepler-991,Kepler-991 b,82.5342519
TOI-128,TOI-128.01,4.9404681
Kepler-1774,Kepler-1774 b,59.77080154
Kepler-1783,Kepler-1783 b,8.277440071
Kepler-1806,Kepler-1806 b,9.033320427
Kepler-160,Kepler-160 b,4.309397
K2-52,K2-52 b,3.535055
HD 189733,HD 189733 b,2.21857567
TOI-2184,TOI-2184 b,6.90683
TOI-2989,TOI-2989 b,3.122832
Kepler-314,Kepler-314 b,2.461069
Kepler-930,Kepler-930 b,71.4517775
TOI-1694,TOI-1694 c,393.1
KOI-3680,KOI-3680 b,141.241671
Kepler-712,Kepler-712 c,226.89047
Kepler-983,Kepler-983 b,60.0855082
TOI-2076,TOI-2076 e,3.0223445
TOI-1117,TOI-1117 b,2.22816
Kepler-757,Kepler-757 b,1.022678821
Kepler-716,Kepler-716 c,3.96999
TOI-1136,TOI-1136 b,4.1727
Kepler-36,Kepler-36 b,13.86825
Kepler-367,Kepler-367 b,37.815724
Kepler-1848,Kepler-1848 b,5.604020119
Kepler-1565,Kepler-1565 b,1.538188437
Kepler-36,Kepler-36 c,16.21865
Kepler-1720,Kepler-1720 b,12.70639992
LTT 1445 A,LTT 1445 A c,3.1239035
Kepler-1723,Kepler-1723 b,39.75289917
Kepler-938,Kepler-938 b,52.6298417
HD 203387,HD 203387 c,2481.07227
HU Aqr,HU Aqr AB b,2390.0
Kepler-535,Kepler-535 b,4.903321551
TOI-3082,TOI-3082 b,1.926907
KOI-12,KOI-12 b,17.855182
WASP-18,WASP-18 c,2.1558
Kepler-1747,Kepler-1747 b,6.230319977
K2-392,K2-392 b,15.398723
TIC 393818343,TIC 393818343 b,16.24921
TOI-2095,TOI-2095 c,28.17232
Kepler-695,Kepler-695 b,3.040330424
K2-416,K2-416 b,13.102
WASP-72,WASP-72 b,2.21673
KOI-4777,KOI-4777.01,0.412
Kepler-507,Kepler-507 b,3.568096926
K2-157,K2-157 d,66.5
BD-06 1339,BD-06 1339 b,3.8728
Kepler-1033,Kepler-1033 b,7.56052806
Kepler-1996,Kepler-1996 b,32.376183
Kepler-45,Kepler-45 b,2.455239
Kepler-395,Kepler-395 c,34.989262
TOI-2796,TOI-2796 b,4.8084983
Kepler-864,Kepler-864 b,5.83376092
K2-405,K2-405 b,3.435471
WASP-192,WASP-192 b,2.8786765
Kepler-1394,Kepler-1394 b,3.93766373
Kepler-428,Kepler-428 b,3.52563254
HD 189567,HD 189567 c,33.688
HD 1502,HD 1502 b,428.5
Kepler-1710,Kepler-1710 b,14.91110039
Kepler-1027,Kepler-1027 b,1.907805199
Kepler-828,Kepler-828 b,0.567857136
BD-11 4672,BD-11 4672 b,1634.0
Kepler-301,Kepler-301 c,5.419026
WASP-48,WASP-48 b,2.14363
TOI-2525,TOI-2525 c,49.2519
WASP-110,WASP-110 b,3.77840121
KOI-1783,KOI-1783.02,284.215
Kepler-1270,Kepler-1270 b,6.03356196
Kepler-197,Kepler-197 e,25.209715
Kepler-1315,Kepler-1315 c,6.566060066
Kepler-862,Kepler-862 b,3.148664534
HD 18599,HD 18599 b,4.1374354
HD 33564,HD 33564 b,388.0
GJ 3138,GJ 3138 b,1.22003
Kepler-1523,Kepler-1523 b,0.93875077
Kepler-435,Kepler-435 b,8.6001536
Kepler-138,Kepler-138 c,13.7815
HD 37605,HD 37605 c,2720.0
K2-163,K2-163 b,6.673117
Kepler-1370,Kepler-1370 b,20.2641684
Kepler-257,Kepler-257 d,24.664551
K2-376,K2-376 b,5.776475
Kepler-172,Kepler-172 c,6.388996
Kepler-1040,Kepler-1040 b,201.1214
Kepler-102,Kepler-102 e,16.1456994
Kepler-102,Kepler-102 d,10.311767
HD 63935,HD 63935 c,21.4027
Kepler-1683,Kepler-1683 b,15.0337
Kepler-102,Kepler-102 c,7.071392
Kepler-103,Kepler-103 c,179.60978
KIC 3558849,KIC 3558849 b,1322.3
Kepler-1348,Kepler-1348 b,27.5722742
WASP-194,WASP-194 b,3.183387
HD 98736,HD 98736 b,968.8
Kepler-208,Kepler-208 c,7.466623
HIP 38594,HIP 38594 b,60.722
Kepler-175,Kepler-175 c,34.035257
Kepler-433,Kepler-433 b,5.33408384
Kepler-398,Kepler-398 d,6.83437001
HD 99706,HD 99706 b,841.0
CoRoT-31,CoRoT-31 b,4.62941
HD 80653,K2-312 c,921.2
Kepler-1884,Kepler-1884 b,8.988320351
WASP-18,WASP-18 b,0.94145223
WASP-19,WASP-19 b,0.78883852
Kepler-1824,Kepler-1824 b,95.61100006
Kepler-334,Kepler-334 b,5.470319
Kepler-248,Kepler-248 b,6.308205
Kepler-730,Kepler-730 c,2.85188338
Kepler-1530,Kepler-1530 b,2.5904434
TOI-451,TOI-451 c,9.192522
Kepler-255,Kepler-255 d,1.045622658
Kepler-998,Kepler-998 b,5.65377733
HD 158259,HD 158259 b,2.178
KELT-20,KELT-20 b,3.4741085
GJ 3929,GJ 3929 b,2.616235
HD 3167,HD 3167 e,96.63
Kepler-1700,Kepler-1700 b,234.239
Kepler-256,Kepler-256 e,10.681572
HR 8799,HR 8799 b,170000.0
KELT-2 A,KELT-2 A b,4.11379
